step_id,type,title,description,classification
571,ACTION,Implement Sandboxed Browsers,Consider implementing sandboxed browsers to protect systems from malware originating from web browsing. Sandboxed browsers isolate the host machine from malicious code.,Service Task
572,ACTION,Enforce Password Policies,Require all accounts with password logins to comply with NIST standards for developing and managing password policies. Enforce use of longer passwords consisting of at least 15 characters.,Service Task
573,ACTION,Store Passwords Securely,Store passwords in a salted and hashed format using industry-recognized password hashing algorithms. Prevent use of commonly used or known-compromised passwords.,Service Task
574,ACTION,Implement Account Lockouts,Implement multiple failed login attempt account lockouts and disable password hints.,Service Task
575,ACTION,Require Admin Credentials for Software Installation,Require administrator credentials to install software.,Service Task
576,ACTION,Implement Email and Firewall Filters,Implement filters at the email gateway to filter out emails with known malicious indicators and block suspicious IP addresses at the firewall.,Service Task
577,ACTION,Install Web Application Firewall,Install a web application firewall and configure with appropriate rules to protect enterprise assets.,Service Task
578,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting adversary lateral movement.,Service Task
580,ACTION,Implement Time-Based Access for Admin Accounts,"Implement time-based access for accounts set at the admin level and higher, such as the Just-in-Time (JIT) access method.",Service Task
581,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",Service Task
582,ACTION,Restrict Service Account Access,Restrict service accounts from remotely accessing other systems. Configure group policy to deny log on locally and through Terminal Services for all service accounts.,Service Task
583,ACTION,Block Direct Internet Access for Admin Interfaces,Block direct internet access for administration interfaces and for remote access.,Service Task
584,ACTION,Require Phishing-Resistant MFA,"Require phishing-resistant multifactor authentication for all services, particularly for webmail, VPNs, and privileged accounts.",Service Task
585,ACTION,Consolidate and Monitor Internet Gateways,"Consolidate, monitor, and defend internet gateways.",Service Task
586,ACTION,Enable Real-Time Antivirus Detection,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
588,ACTION,Add External Email Warning Banner,Consider adding an external email warning banner for emails sent to or received from outside of your organization.,Service Task
592,ACTION,Control and Restrict Network Connections,Control and restrict network connections accordingly with a network flow matrix.,Service Task
593,ACTION,Enable Enhanced PowerShell Logging,"Enable enhanced PowerShell logging, including module, script block, and transcription logging. Ensure PowerShell instances are configured to use the latest version.",Service Task
594,ACTION,Configure Windows Registry for UAC Approval,Configure the Windows Registry to require UAC approval for any PsExec operations requiring administrator privileges.,Service Task
595,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,Service Task
596,ACTION,Enable Credential Guard,Enable Credential Guard to protect Windows system credentials. Be aware of the limitations when enabling this security control.,Service Task
597,ACTION,Implement Local Administrator Password Solution (LAPS),Implement Local Administrator Password Solution (LAPS) where possible if your OS is older than Windows Server 2019 and Windows 10.,Service Task
598,ACTION,Apply Local Security Policies for Application Execution,Apply local security policies to control application execution with a strict allowlist.,Service Task
599,ACTION,Establish Application Allowlist,Establish an application allowlist of approved software applications and binaries that are allowed to be executed on a system.,Service Task
600,ACTION,Restrict NTLM Uses,Restrict NTLM uses with security policies and firewalling.,Service Task
601,ACTION,Disable Unused Ports,"Disable ports that are not being used for business purposes, such as RDP-TCP Port 3389.",Service Task
602,ACTION,Identify and Eliminate Critical Active Directory Control Paths,Identify Active Directory control paths and eliminate the most critical among them according to the business needs and assets.,Service Task
603,ACTION,Detect and Investigate Abnormal Activity,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a networking monitoring tool.",Service Task
604,ACTION,Implement Tiering Model for Trust Zones,Implement a tiering model by creating trust zones dedicated to an organization’s most sensitive assets.,Service Task
605,ACTION,Block Connections to Known Malicious Systems,Block connections to known malicious systems by using a Transport Layer Security (TLS) Proxy.,Service Task
606,ACTION,Use Web Filtering or CASB,Use web filtering or a Cloud Access Security Broker (CASB) to restrict or monitor access to public-file sharing services.,Service Task
608,ACTION,Maintain Offline Backups,"Maintain offline backups of data, and regularly maintain backup and restoration. Follow the 3-2-1 backup strategy.",Service Task
609,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
610,ACTION,Mandate Phishing-Resistant MFA,Implement phishing-resistant multifactor authentication (MFA) for all staff and services.,Service Task
611,ACTION,Apply Patches for CVE-2022-31199,Update Netwrix Auditor to version 10.5 to mitigate CVE-2022-31199.,Service Task
612,ACTION,Restrict Netwrix Auditor to Internal Networks,Ensure Netwrix Auditor is used only on internally facing networks to reduce risk of exploitation.,Service Task
613,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.",Service Task
614,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. Audit the network for systems using RDP, close unused RDP ports, enforce account lockouts, apply MFA, log RDP login attempts, and disable command-line activities.",Service Task
615,ACTION,Restrict PowerShell Usage,"Restrict the use of PowerShell by using Group Policy, update to the latest version, enable enhanced logging, and ensure logs are retained for at least 180 days.",Service Task
616,ACTION,Configure Windows Registry for UAC Approval,Configure the Windows Registry to require User Account Control (UAC) approval for any PsExec operations requiring administrator privileges.,Service Task
618,ACTION,Reduce Threat of Credential Compromise,"Implement measures such as placing domain admin accounts in the protected users’ group, implementing Credential Guard, and refraining from storing plaintext credentials in scripts.",Service Task
619,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher using methods like Just-in-Time (JIT) access.,Service Task
620,ACTION,Disable File and Printer Sharing Services,Disable File and Printer sharing services or use strong passwords or Active Directory authentication if required.,Service Task
622,ACTION,Enforce Strong Password Policies,"Require all accounts with password logins to comply with NIST standards, use longer passwords, store passwords in hashed format, and avoid reusing passwords.",Service Task
623,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software and ensure MFA is applied for all services.,Service Task
624,ACTION,Keep Systems Up to Date,"Keep all operating systems, software, and firmware up to date, and prioritize patching known exploited vulnerabilities.",Service Task
625,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting lateral movement.,Service Task
626,ACTION,Identify and Detect Abnormal Activity,"Use network monitoring tools to identify, detect, and investigate abnormal activity and potential ransomware traversal.",Service Task
627,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
628,ACTION,Apply CISA’s Recommended Baseline Security Configurations,"Implement CISA’s recommended baseline security configurations for Microsoft Defender for Office 365, Azure Active Directory, Exchange Online, OneDrive for Business, Power BI, Power Platform, SharePoint Online, and Teams as per SCuBA TRA Section 6.6.",Service Task
629,ACTION,Separate Administrator Accounts from User Accounts,"Separate administrator accounts from user accounts according to NIST’s guidance, AC-5: Separation of Duties. Only allow designated administrator accounts to be used for administration purposes. Use a separate account without administrative access to other hosts if an individual user requires administrative rights over their workstation.",Service Task
630,ACTION,Collect and Store Access and Security Logs,"Collect and store access and security logs for secure cloud access solutions, endpoint solutions, cloud applications/platforms, and security services, such as firewalls, data loss prevention systems, and intrusion detection systems as per SCuBA TRA Section 6.8.1.",Service Task
631,ACTION,Use a Telemetry Hosting Solution,"Use a telemetry hosting solution (e.g., SIEM solution) that aggregates logs and telemetry data to facilitate internal organization monitoring, auditing, alerting, and threat detection activities as per SCuBA TRA Section 6.8.1.",Service Task
633,ACTION,Install Updated Version of NetScaler ADC and Gateway,"Install the relevant updated version of NetScaler ADC and NetScaler Gateway as soon as possible to address vulnerabilities CVE-2023-3519, CVE-2023-3466, and CVE-2023-3467.",Service Task
634,ACTION,Implement Phishing-Resistant MFA,Mandate phishing-resistant multifactor authentication (MFA) for all staff and services in production and enterprise environments.,Service Task
637,ACTION,Apply Network-Segmentation Controls,Apply robust network-segmentation controls on NetScaler appliances and other internet-facing devices as a longer-term effort.,Service Task
640,ACTION,Use Automated Code Analysis Tools,Use automated code analysis tools for all supported releases to identify and remediate vulnerabilities.,Service Task
642,ACTION,Use Indirect Reference Maps,"Use indirect reference maps to replace IDs, names, and keys in URLs with cryptographically strong, random values such as UUID or GUID.",Service Task
643,ACTION,Configure Applications to Deny Access by Default,"Configure applications to deny access by default and ensure authentication and authorization checks for every request to modify, delete, or access sensitive data.",Service Task
644,ACTION,Implement Parameter Verification,Implement parameter verification leveraging syntactic and logical validation to ensure web applications validate all inputs received with every HTTP/S request.,Service Task
648,ACTION,Apply Software Patches for Web Applications,Apply software patches for web applications as soon as possible.,Service Task
649,ACTION,Configure Application Logging and Alerts,Configure the application to log and generate alerts from tamper attempts to facilitate investigation and appropriate follow-on actions.,Service Task
650,ACTION,Establish a Baseline for Abnormal Behavior,Establish a baseline to efficiently identify abnormal behavior in web applications.,Service Task
651,ACTION,Aggregate Logs into a Centralized Solution,"Aggregate logs into a centralized solution (e.g., a SIEM tool) to facilitate active monitoring and threat hunting.",Service Task
654,ACTION,Use Web Application Penetration Testing Tools,Use web application penetration testing tools to capture user identifiers and map locations where user input is used to reference objects directly.,Service Task
655,ACTION,Use DAST and Vulnerability Scanners,Use DAST and other vulnerability scanners to detect IDOR vulnerabilities in web applications.,Service Task
656,ACTION,Use a Web Application Firewall (WAF),"Use a web application firewall (WAF) to filter, monitor, and block malicious HTTP/S traffic traveling to the web application.",Service Task
657,ACTION,Use a Data Loss Prevention (DLP) Tool,Use a data loss prevention (DLP) tool to prevent unauthorized data from leaving the application.,Service Task
658,ACTION,Upgrade Ivanti EPMM to Latest Version,Upgrade Ivanti EPMM versions to the latest version to protect against CVE-2023-35078 and CVE-2023-35081.,Service Task
659,ACTION,Apply Ivanti RPM Fix for CVE-2023-35078,Apply the Ivanti-provided RPM fix for CVE-35078 if you cannot immediately upgrade.,Service Task
660,ACTION,Treat MDM Systems as High-Value Assets,Implement additional restrictions and monitoring for MDM systems as they provide elevated access to thousands of hosts.,Service Task
661,ACTION,Mandate Phishing-Resistant MFA,Mandate phishing-resistant multifactor authentication (MFA) for all staff and services.,Service Task
662,ACTION,Identify Repeatedly Exploited Vulnerabilities,Perform an analysis of both CVEs and known exploited vulnerabilities to understand which classes of vulnerability are identified more than others.,Service Task
663,ACTION,Implement Mitigations for Vulnerability Classes,"Implement appropriate mitigations to eliminate identified classes of vulnerabilities, such as using parameterized queries for SQL injection.",Service Task
668,ACTION,Use SAST/DAST Tools,Use static and dynamic application security testing tools to analyze product source code and application behavior to detect error-prone practices.,Service Task
670,ACTION,Prioritize Secure-by-Default Configurations,"Eliminate default passwords, implement SSO technology, and provide high-quality audit logs to customers with no additional configuration.",Service Task
671,ACTION,Ensure Published CVEs Include Proper CWE Field,Include the proper CWE field in published CVEs to enable industry-wide analysis of software security and design flaws.,Service Task
673,ACTION,Perform Regular Secure System Backups,"Create known good copies of all device configurations for repairs and/or restoration, store copies off-network, and test regularly.",Service Task
674,ACTION,Update Software and Systems,"Update software, operating systems, applications, and firmware on IT network assets in a timely manner.",Service Task
678,ACTION,Perform Automated Asset Discovery,"Routinely perform automated asset discovery across the entire estate to identify and catalogue all systems, services, hardware, and software.",Service Task
679,ACTION,Implement Robust Patch Management Process,Establish a centralized patch management system that prioritizes patch applications.,Service Task
682,ACTION,Enforce Phishing-Resistant MFA,"Enforce phishing-resistant multifactor authentication for all users, without exception.",Service Task
683,ACTION,Enforce MFA on VPN Connections,"Enforce MFA on all VPN connections. If unavailable, require strong passwords for remote work.",Service Task
685,ACTION,Configure Access Control Under Least Privilege,Ensure software service accounts only provide necessary permissions to perform intended functions.,Service Task
686,ACTION,Properly Configure and Secure Internet-Facing Devices,"Disable unused network ports and protocols, encrypt network traffic, and disable unused network services and devices.",Service Task
687,ACTION,Harden Commonly Exploited Network Services,"Harden services like LLMNR, RDP, CIFS, Active Directory, and OpenLDAP.",Service Task
688,ACTION,Manage Windows KDC Accounts,Manage accounts like KRBTGT to minimize Golden Ticket attacks and Kerberoasting.,Service Task
689,ACTION,Control Use of Native Scripting Applications,"Strictly control the use of applications like command-line, PowerShell, WinRM, WMI, and DCOM.",Service Task
690,ACTION,Implement Zero Trust Network Architecture,"Limit or block lateral movement by controlling access to applications, devices, and databases.",Service Task
691,ACTION,Continuously Monitor Attack Surface,Investigate abnormal activity that may indicate cyber actor or malware lateral movement.,Service Task
692,ACTION,Use Security Tools,"Use tools like EDR, SIEM, and ITAM to ensure consistent asset reporting.",Service Task
693,ACTION,Use Web Application Firewalls,Monitor and filter web traffic to detect and mitigate exploitation attempts.,Service Task
694,ACTION,Monitor Unwanted Hardware and Software,Implement a policy or process to monitor against an allowlist with specified approved versions.,Service Task
695,ACTION,Use a Network Protocol Analyzer,"Examine captured data, including packet-level data, to identify potential threats.",Service Task
697,ACTION,Implement a Recovery Plan,"Maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location (i.e., hard drive, storage device, the cloud).",Service Task
698,ACTION,Enforce NIST Password Standards,"Require all accounts with password logins to comply with NIST’s standards when developing and managing password policies, including using longer passwords, storing passwords in hashed format, adding password user 'salts', avoiding password reuse, implementing account lockouts, disabling password hints, and refraining from frequent password changes.",Service Task
699,ACTION,Require Administrator Credentials for Software Installation,Ensure that administrator credentials are required to install software.,Service Task
700,ACTION,Implement Phishing-Resistant Multi-Factor Authentication (MFA),"Use phishing-resistant MFA for remote access and access to any sensitive data repositories. Implement MFA for as many services as possible, particularly for webmail and VPNs.",Service Task
701,ACTION,Keep Systems Up to Date,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities of internet-facing systems.",Service Task
702,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks to restrict adversary lateral movement.,Service Task
703,ACTION,Implement Network Monitoring Tools,"Identify, detect, and investigate abnormal activity and potential traversal of malware with a network monitoring tool. Implement a tool that logs and reports all network traffic, including lateral movement activity.",Service Task
704,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
706,ACTION,Disable Unused Ports,Disable unused ports to reduce attack surfaces.,Service Task
707,ACTION,Add Email Banners and Disable Hyperlinks,Consider adding an email banner to emails received from outside your organization and disable hyperlinks in received emails.,Service Task
708,ACTION,Implement Time-Based Access for Admin Accounts,"Implement time-based access for accounts set at the admin level and higher, using methods like Just-in-Time access to enforce the principle of least privilege.",Service Task
709,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions to prevent privilege escalation and lateral movement.,Service Task
710,ACTION,Perform Regular Secure System Backups,Perform regular secure system backups and create known good copies of all device configurations for repairs and/or restoration. Store copies off-network in physically secure locations and test regularly.,Service Task
711,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
713,ACTION,Patch Systems for Known Exploited Vulnerabilities,Keep all software up to date and patch systems for known exploited vulnerabilities. Conduct investigation prior to patching in places with known exploited vulnerabilities on an endpoint device.,Service Task
714,ACTION,Follow Routine Patching Cycle,"Implement a routine patching cycle for all operating systems, applications, and software to mitigate potential exploitation.",Service Task
715,ACTION,Conduct Vulnerability Scans,Prioritize remediation of vulnerabilities on internet-facing systems by conducting continuous automated and/or routine vulnerability scans.,Service Task
716,ACTION,Deploy Security.txt Files,Ensure all public-facing web domains have a security.txt file conforming to RFC 9116 recommendations.,Service Task
717,ACTION,Employ Proper Network Segmentation,"Implement network segmentation, such as a DMZ, to protect internal LAN from untrusted traffic and reduce threat actor lateral movement.",Service Task
718,ACTION,Limit Internet-Facing Port Exposure,Limit exposed ports to only required IP addresses and avoid placing wildcards in destination port or host entries.,Service Task
719,ACTION,Restrict Unsecured Protocols,Ensure unsecured protocols like FTP and HTTP are limited in use and restricted to specific IP ranges.,Service Task
720,ACTION,Use Secure Protocols for Data Flow,Ensure data flows from untrusted zone to trusted zone over secure protocols like HTTPS with mandatory multi-factor authentication.,Service Task
721,ACTION,Use Firewall and Enable Logging,Use a firewall or web-application firewall (WAF) and enable logging to prevent/detect potential exploitation attempts.,Service Task
723,ACTION,Implement Network Segmentation by Role,Implement network segmentation to separate network segments based on role and functionality.,Service Task
724,ACTION,Use Phishing-Resistant Multi-Factor Authentication,"Implement phishing-resistant MFA for remote access and access to sensitive data repositories, particularly for webmail and VPNs.",Service Task
725,ACTION,Employ Strong Password Management,Set a password policy to require complex passwords for all users and enforce this requirement as passwords expire.,Service Task
726,ACTION,Implement Principle of Least Privilege,Limit the ability of local administrator accounts to log in from a local interactive session and prevent access via RDP session.,Service Task
728,ACTION,Enforce Local Administrator Password Solution (LAPS),Implement and enforce the use of LAPS to control and limit local administration.,Service Task
730,ACTION,Deploy Secure System Baseline Image,Create and deploy a secure system baseline image to all workstations.,Service Task
731,ACTION,Block Workstation-to-Workstation RDP Connections,Implement policies to block workstation-to-workstation RDP connections through a Group Policy Object on Windows.,Service Task
732,ACTION,Establish Software Behavior Baseline,Establish a software behavior baseline to detect anomalies in behavior.,Service Task
733,ACTION,Monitor for Unauthorized Use of Remote Access Software,Monitor for unauthorized use of remote access software using endpoint detection tools.,Service Task
734,ACTION,Use Application Allowlists,"Use application allowlists on domain controllers, administrative hosts, and other sensitive systems to prevent unauthorized software execution.",Service Task
735,ACTION,Audit Scheduled Tasks,Audit scheduled tasks and validate all findings via a Group Policy Object or endpoint detection and response solution.,Service Task
736,ACTION,Audit Remote Access Tools,Audit remote access tools on your network to identify currently used and/or authorized software.,Service Task
737,ACTION,Review Logs for Remote Access Software Execution,Review logs for execution of remote access software to detect abnormal use of programs running as a portable executable.,Service Task
738,ACTION,Use Security Software for Remote Access Detection,Use security software to detect instances of remote access software being loaded only in memory.,Service Task
739,ACTION,Restrict Remote Access Solutions,"Require authorized remote access solutions to be used only from within your network over approved remote access solutions, such as VPNs or VDIs.",Service Task
740,ACTION,Block Remote Access Software Ports and Protocols,Block both inbound and outbound connections on common remote access software ports and protocols at the network perimeter.,Service Task
741,ACTION,Implement Application Controls,"Implement application controls to manage and control execution of software, including allowlisting remote access programs.",Service Task
742,ACTION,Limit Use of RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. If RDP is necessary, rigorously apply best practices.",Service Task
743,ACTION,Audit Network for RDP Usage,Audit the network for systems using RDP.,Service Task
744,ACTION,Close Unused RDP Ports,Close unused RDP ports.,Service Task
745,ACTION,Enforce Account Lockouts,Enforce account lockouts after a specified number of attempts.,Service Task
746,ACTION,Apply Phishing-Resistant MFA,Apply phishing-resistant multifactor authentication (MFA).,Service Task
747,ACTION,Log RDP Login Attempts,Log RDP login attempts.,Service Task
748,ACTION,Disable Command-Line and Scripting Activities,Disable command-line and scripting activities and permissions.,Service Task
749,ACTION,Review for New or Unrecognized Accounts,"Review domain controllers, servers, workstations, and active directories for new and/or unrecognized accounts.",Service Task
750,ACTION,Audit User Accounts with Administrative Privileges,Audit user accounts with administrative privileges and configure access controls according to the principle of least privilege (PoLP).,Service Task
751,ACTION,Place Domain Admin Accounts in Protected Users Group,Place domain admin accounts in the protected users’ group to prevent caching of password hashes locally.,Service Task
753,ACTION,Implement Time-Based Access for Admin Accounts,Implement time-based access for accounts set at the admin level and higher.,Service Task
755,ACTION,Maintain Offline Backups,Maintain offline backups of data and regularly maintain backup and restoration (daily or weekly at minimum).,Service Task
756,ACTION,Require Compliance with NIST Password Standards,Require all accounts with password logins to comply with NIST's standards for developing and managing password policies.,Service Task
758,ACTION,Store Passwords in Hashed Format,Store passwords in hashed format using industry-recognized password managers.,Service Task
759,ACTION,Add Password User Salts,Add password user “salts” to shared login credentials.,Service Task
761,ACTION,Implement Account Lockouts for Failed Login Attempts,Implement multiple failed login attempt account lockouts.,Service Task
762,ACTION,Disable Password Hints,Disable password “hints.”,Service Task
763,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software.,Service Task
764,ACTION,Require Phishing-Resistant MFA for Critical Services,"Require phishing-resistant multifactor authentication (MFA) for all services to the extent possible, particularly for webmail, VPNs, and accounts that access critical systems.",Service Task
765,ACTION,Keep Systems and Software Up to Date,"Keep all operating systems, software, and firmware up to date. Prioritize patching known exploited vulnerabilities in internet-facing systems.",Service Task
766,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows between subnetworks and restricting adversary lateral movement.,Service Task
767,ACTION,Identify and Investigate Abnormal Activity,"Identify, detect, and investigate abnormal activity and potential traversal of ransomware with a network monitoring tool.",Service Task
768,ACTION,Install and Update Antivirus Software,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
769,ACTION,Disable Unused Ports and Protocols,Disable unused ports and protocols.,Service Task
770,ACTION,Add Email Banner for External Emails,Consider adding an email banner to emails received from outside your organization.,Service Task
771,ACTION,Disable Hyperlinks in Emails,Disable hyperlinks in received emails.,Service Task
772,ACTION,Ensure Backup Data is Encrypted and Immutable,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
775,ACTION,Secure Remote Access Tools,"Implement application controls to manage and control execution of software, including allowlisting remote access programs. Apply recommendations in CISA's joint Guide to Securing Remote Access Software.",Service Task
776,ACTION,Limit Use of RDP and Remote Desktop Services,"Audit the network for systems using RDP, close unused RDP ports, enforce account lockouts, apply phishing-resistant MFA, log RDP login attempts, and disable command-line and scripting activities.",Service Task
777,ACTION,Restrict and Update PowerShell Usage,"Restrict the use of PowerShell using Group Policy, update to the latest version, enable enhanced logging, and ensure logs have a retention period of at least 180 days.",Service Task
778,ACTION,Configure Windows Registry for PsExec Operations,Require User Account Control (UAC) approval for any PsExec operations requiring administrator privileges to reduce the risk of lateral movement.,Service Task
779,ACTION,Disable File and Printer Sharing Services,"Disable File and Printer sharing services. If required, use strong passwords or Active Directory authentication.",Service Task
781,ACTION,Require Strong Password Policies,"Require all accounts with password logins to comply with NIST's standards, use longer passwords, store passwords in hashed format, and avoid reusing passwords.",Service Task
782,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software and implement phishing-resistant multifactor authentication for all services.,Service Task
783,ACTION,Keep Systems Up to Date,"Keep all operating systems, software, and firmware up to date. Patch vulnerable systems within 24 to 48 hours of vulnerability disclosure.",Service Task
784,ACTION,Segment Networks,Segment networks to prevent the spread of ransomware by controlling traffic flows and restricting lateral movement.,Service Task
785,ACTION,Detect and Investigate Abnormal Activity,"Identify, detect, and investigate abnormal activity with a network monitoring tool. Implement EDR tools for detecting lateral connections.",Service Task
786,ACTION,Enable Real-Time Antivirus Detection,"Install, regularly update, and enable real-time detection for antivirus software on all hosts.",Service Task
787,ACTION,Disable Unused Ports,Disable unused ports to reduce potential attack vectors.,Service Task
788,ACTION,Add Email Banners for External Emails,Consider adding an email banner to emails received from outside your organization.,Service Task
789,ACTION,Ensure Backup Data is Secure,"Ensure all backup data is encrypted, immutable, and covers the entire organization’s data infrastructure.",Service Task
790,ACTION,Regularly Maintain Backup and Restoration,"Maintain offline backups of data, and regularly maintain backup and restoration (daily or weekly at minimum).",Service Task
791,ACTION,Upgrade to Fixed Versions,Immediately upgrade to the fixed versions of Atlassian Confluence Data Center and Server software to mitigate CVE-2023-22515.,Service Task
792,ACTION,Restrict Untrusted Network Access,"If unable to immediately apply upgrades, restrict untrusted network access to mitigate risks until upgrades can be applied.",Service Task
793,ACTION,Implement Phishing-Resistant MFA,Mandate phishing-resistant multifactor authentication (MFA) for all staff and services to enhance security against unauthorized access.,Service Task
796,ACTION,Implement Application Controls,"Implement application controls to manage and control the execution of software, including allowlisting remote access programs.",Service Task
797,ACTION,Limit RDP and Remote Desktop Services,"Strictly limit the use of RDP and other remote desktop services. Audit the network for systems using RDP, close unused RDP ports, enforce account lockouts, apply phishing-resistant MFA, and log RDP login attempts.",Service Task
798,ACTION,Restrict PowerShell Usage,"Restrict the use of PowerShell using Group Policy, granting access only to specific users on a case-by-case basis.",Service Task
799,ACTION,Update PowerShell,Update Windows PowerShell or PowerShell Core to the latest version and uninstall all earlier versions.,Service Task
800,ACTION,Enable Enhanced PowerShell Logging,"Enable enhanced PowerShell logging, including module, script block, and transcription logging. Ensure logs have a retention period of at least 180 days.",Service Task
801,ACTION,Configure Windows Registry for PsExec Operations,Configure the Windows Registry to require User Account Control (UAC) approval for any PsExec operations requiring administrator privileges.,Service Task
803,ACTION,Enforce Password Policies,"Require all accounts with password logins to comply with NIST's standards for developing and managing password policies. Use longer passwords, store passwords in hashed format, add password user 'salts', avoid reusing passwords, and implement account lockouts.",Service Task
804,ACTION,Disable Password Hints,Disable password 'hints' to enhance security.,Service Task
805,ACTION,Require Administrator Credentials for Software Installation,Require administrator credentials to install software to prevent unauthorized installations.,Service Task
806,ACTION,Keep Systems Updated,"Keep all operating systems, software, and firmware up to date. Patch vulnerable systems within 24 to 48 hours of vulnerability disclosure.",Service Task
808,ACTION,Upgrade NetScaler ADC and Gateway Appliances,Upgrade vulnerable NetScaler ADC and Gateway appliances to the latest version available to lower the risk of compromise.,Service Task
809,ACTION,Secure Remote Access Tools,"Secure remote access tools by implementing application controls to manage and control the execution of software, including allowlisting remote access programs.",Service Task
811,ACTION,Upgrade Software and Firmware,"Upgrade engineering workstations to 9.9.00 VisiLogic software and upgrade the firmware of all Vision series PLC/HMI devices to the newest firmware for that model, ensuring a strong password is used.",Service Task
813,ACTION,Apply Security-related Ladder Logic Elements,"Apply new security-related ladder logic elements to the project files on these devices, including TCP/IP passwords, upload project files passwords, INFO mode passwords, and SD card passwords.",Service Task
814,ACTION,Disconnect PLC from Public Internet,"Disconnect the PLC from the public-facing internet. Either disable the capability for remotely programming PLCs or require a strong password for remotely programming the PLC. Change the default port, default PLC device name, and place behind a firewall that can detect attempted remote brute-forcing for the device password.",Service Task
815,ACTION,Implement Multifactor Authentication,"Implement multifactor authentication for access to the OT network whenever applicable. If remote access is required, implement a network proxy, gateway, firewall, and/or VPN in front of the PLC to control network access.",Service Task
816,ACTION,Implement Network Segmentation,"Implement network segmentation through the use of network proxies, gateways, and firewalls and/or through the use of the Purdue Model to establish multiple levels and zones.",Service Task
818,ACTION,Inventory Internet Accessible Devices,Periodically inventory internet accessible devices to identify any unexpected devices connected to the network.,Service Task
819,ACTION,Configure Firewalls,Configure external and internal firewalls to block traffic using common ports associated with network protocols that are unnecessary for the particular network segment.,Service Task
820,ACTION,Authenticate Access to Field Controllers,"Authenticate all access to field controllers before authorizing access to, or modification of, a device’s state, logic, or programs. Disable any unused authentication methods, logic, or features, such as default authentication keys.",Service Task
821,ACTION,Implement Device Management Systems,Implement device management systems that can authenticate all network messages to prevent unauthorized system changes.,Service Task
822,ACTION,Use Host-based Allowlists,Use host-based allowlists to prevent devices from accepting connections from unauthorized systems and ensure they can only connect with known workstations.,Service Task
823,ACTION,Implement Network Intrusion Detection and Prevention Systems,Implement network intrusion detection and prevention systems whenever possible to identify malicious activity.,Service Task
825,ACTION,Create and Test Strong Backups,Create and test strong backups of the logic and configurations of PLCs to enable fast recovery.,Service Task
826,ACTION,Monitor Network Traffic and Asset Management Systems,Monitor the content of network traffic for unusual logins to internet-connected devices or unexpected protocols to/from the internet. Monitor asset management systems for device configuration changes.,Service Task
827,ACTION,Manage Vulnerabilities and Configurations,"Upgrade all versions affected by this vulnerability. Keep all software up to date and prioritize patching according to CISA’s Known Exploited Vulnerabilities Catalog. Prioritize remediation of vulnerabilities on internet-facing systems by conducting continuous automated and/or routine vulnerability scans. Prioritize secure-by-default configurations such as eliminating default passwords, implementing single sign-on (SSO) technology via modern open standards, and disabling default credentials.",Service Task
828,ACTION,Segment Networks,"Employ proper network segmentation, such as a demilitarized zone (DMZ). Use a firewall or web-application firewall (WAF) and enable logging to prevent/detect potential exploitation attempts. Review ingress and egress firewall rules and block all unapproved protocols. Limit risky (but approved) protocols through rules. Implement network segmentation to separate network segments based on role and functionality. Deploy application-aware network defenses to block improperly formed traffic and restrict content according to policy and legal authorizations.",Service Task
