step_id,type,title,description,playbook
2560,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA's guidance on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-24-352-01_playbook-icsa-24-352-01.json
2561,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-352-01_playbook-icsa-24-352-01.json
2562,ACTION,Update to Version 8.9.6 or Later,Update the system to Version 8.9.6 or later to mitigate the vulnerability.,CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2563,ACTION,Implement DoS Countermeasures,Implement countermeasures for DoS with proper firewall rule sets and filters.,CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2564,ACTION,Follow Recommended Security Practices,"Ensure process control systems are physically protected, have no direct Internet connections, and are separated by a firewall with minimal exposed ports. Avoid using control systems for Internet surfing, instant messaging, or receiving e-mails. Scan portable computers and removable storage media for viruses before connecting to control systems.",CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2565,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the Internet.",CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2566,ACTION,Locate Control System Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2567,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs. Ensure VPNs are updated to the most recent version and are only as secure as the connected devices.",CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2568,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2569,ACTION,Report Suspected Malicious Activity,Follow established internal procedures and report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-352-02_playbook-icsa-24-352-02.json
2570,ACTION,Upgrade Firmware,Upgrade to firmware revision 4.020 or the latest version available to correct the vulnerabilities.,CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2571,ACTION,Minimize Network Exposure,Ensure control system devices and systems are not accessible from the internet to minimize the risk of exploitation.,CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2572,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2573,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most current version available.",CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2574,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2575,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, as detailed in CISA's resources.",CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2576,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-352-03_playbook-icsa-24-352-03.json
2577,ACTION,Apply Immediate Mitigations,Apply immediate mitigations to reduce the risk of exploit for Modicon M241/M251/M258/LMC058.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2578,ACTION,Use Protected Environment,Use controllers and devices only in a protected environment to minimize network exposure and ensure that they are not accessible from public internet or untrusted networks.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2579,ACTION,Filter Ports and IP,Filter ports and IP through the embedded firewall.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2580,ACTION,Setup Network Segmentation,Setup network segmentation and implement a firewall to block all unauthorized access to Port 502/TCP.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2581,ACTION,Disable Unused Protocols,Disable all unused protocols (default configuration).,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2582,ACTION,Subscribe to Security Notification Service,"Subscribe to Schneider Electric's security notification service to stay informed of all updates, including details on affected products and remediation plans.",CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2583,ACTION,Implement Industry Cybersecurity Best Practices,Implement Schneider Electric's recommended industry cybersecurity best practices.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2584,ACTION,Locate Networks Behind Firewalls,Locate control and safety system networks and remote devices behind firewalls and isolate them from the business network.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2585,ACTION,Install Physical Controls,"Install physical controls so no unauthorized personnel can access your industrial control and safety systems, components, peripheral equipment, and networks.",CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2586,ACTION,Secure Controllers,Place all controllers in locked cabinets and never leave them in the 'Program' mode.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2587,ACTION,Restrict Programming Software Connections,Never connect programming software to any network other than the network intended for that device.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2588,ACTION,Scan Mobile Data Exchange Methods,"Scan all methods of mobile data exchange with the isolated network such as CDs, USB drives, etc. before use in the terminals or any node connected to these networks.",CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2589,ACTION,Sanitize Mobile Devices,Never allow mobile devices that have connected to any other network besides the intended network to connect to the safety or control networks without proper sanitation.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2590,ACTION,Minimize Network Exposure,Minimize network exposure for all control system devices and systems and ensure that they are not accessible from the Internet.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2591,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods, such as virtual private networks (VPNs). Recognize that VPNs may have vulnerabilities and should be updated to the most current version available.",CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2592,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2593,ACTION,Report Suspected Malicious Activity,Follow established internal procedures and report findings to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-352-04_playbook-icsa-24-352-04.json
2594,ACTION,Update Hitachi Energy RTU500 series CMU Firmware,Update to the recommended firmware versions to mitigate the vulnerability.,CISA_ICS_icsa-24-354-01_playbook-icsa-24-354-01.json
2595,ACTION,Follow Remote Terminal Units Security Deployment Guideline,Implement the security practices and firewall configurations as per the guideline to protect the process control network.,CISA_ICS_icsa-24-354-01_playbook-icsa-24-354-01.json
2596,ACTION,Implement CISA Recommended Cybersecurity Strategies,"Apply CISA's recommended cybersecurity strategies for proactive defense of ICS assets, including defense-in-depth strategies.",CISA_ICS_icsa-24-354-01_playbook-icsa-24-354-01.json
2597,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures as recommended by CISA.,CISA_ICS_icsa-24-354-01_playbook-icsa-24-354-01.json
2598,ACTION,Report Suspected Malicious Activity to CISA,Follow established internal procedures to report any suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-01_playbook-icsa-24-354-01.json
2599,ACTION,Update SDM600 to Version 1.3.4,Update SDM600 to version 1.3.4 (Build Number 1.3.4.574) to mitigate vulnerabilities in versions below 1.3.4.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2600,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2601,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2602,ACTION,Secure Remote Access,"When remote access is required, use more secure methods, such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2603,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2604,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of ICS assets. Refer to CISA's ICS webpage for guidance.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2605,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2606,ACTION,Avoid Clicking Unsolicited Links,Do not click web links or open attachments in unsolicited email messages. Refer to CISA's guidance on avoiding email scams.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2607,ACTION,Educate on Social Engineering and Phishing,Educate users on recognizing and avoiding social engineering and phishing attacks. Refer to CISA's resources for more information.,CISA_ICS_icsa-24-354-02_playbook-icsa-24-354-02.json
2608,ACTION,Update DTM Soft to Version 1.60,Delta Electronics recommends updating DTM Soft to version 1.60 to mitigate the vulnerability.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2609,ACTION,Minimize Network Exposure,Ensure that all control system devices and/or systems are not accessible from the internet to minimize network exposure.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2610,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2611,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most current version available and recognize that VPN security depends on the connected devices.",CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2612,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2613,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of Industrial Control Systems (ICS) assets. Refer to CISA's ICS webpage for guidance and best practices.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2614,ACTION,Report Suspected Malicious Activity to CISA,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-03_playbook-icsa-24-354-03.json
2615,ACTION,Update SIMATIC PCS neo,Update SIMATIC PCS neo to V5.0 Update 1 or later version.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2616,ACTION,Update SINEC NMS and UMC,Update SINEC NMS to V3.0 SP2 or later version and UMC to V2.15 or later version.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2617,ACTION,Contact Siemens Customer Support,Contact Siemens customer support to receive patch and update information.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2618,ACTION,Filter Ports 4002 and 4004,Filter the Ports 4002 and 4004 to only accept connections to/from the IP addresses of machines that run UMC and are part of the UMC network using an external firewall.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2619,ACTION,Block Port 4004,"If no RT server machines are used, block Port 4004 completely.",CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2620,ACTION,Protect Network Access,Protect network access to devices with appropriate mechanisms and configure the environment according to Siemens' operational guidelines for industrial security.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2621,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2622,ACTION,Implement Cybersecurity Strategies,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, following CISA's guidance and best practices.",CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2623,ACTION,Report Suspected Malicious Activity,Follow established internal procedures and report findings to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-04_playbook-icsa-24-354-04.json
2624,ACTION,Update to Recommended Versions,"Update Tibbo devices to Versions 6.40.02, 6.34.03, or the latest version to mitigate the vulnerability.",CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2625,ACTION,Minimize Network Exposure,Ensure control system devices and systems are not accessible from the Internet to minimize exposure.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2626,ACTION,Isolate Control System Networks,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2627,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as VPNs, ensuring they are updated to the most current version.",CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2628,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2629,ACTION,Implement Cybersecurity Strategies for ICS,"Implement recommended cybersecurity strategies for proactive defense of ICS assets, as detailed on the CISA ICS webpage.",CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2630,ACTION,Report Suspected Malicious Activity,Follow internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2631,ACTION,Avoid Clicking Unsolicited Links or Attachments,Do not click web links or open attachments in unsolicited email messages to protect against social engineering attacks.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2632,ACTION,Educate on Social Engineering and Phishing,Refer to resources on recognizing and avoiding email scams and social engineering attacks.,CISA_ICS_icsa-24-354-05_playbook-icsa-24-354-05.json
2633,ACTION,Update Schneider Electric Accutech Manager,Update Schneider Electric Accutech Manager to version 2.10.0. Instructions are provided with the software installation package on how to verify software revision.,CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2634,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2635,ACTION,Locate Control System Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2636,ACTION,Use Secure Remote Access Methods,"When remote access is required, use more secure methods, such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2637,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2638,ACTION,Implement Recommended Cybersecurity Strategies,Implement recommended cybersecurity strategies for proactive defense of ICS assets. Refer to CISA's ICS webpage for guidance.,CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2639,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-24-354-06_playbook-icsa-24-354-06.json
2640,ACTION,Update EcoStruxure Machine Expert,"On the engineering workstation, update to v2.2.2 of EcoStruxure Machine Expert.",CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2641,ACTION,Update Modicon Controller M241 Firmware,Update Modicon Controller M241 to the latest Firmware version 5.2.11.24 and perform a reboot.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2642,ACTION,Update Modicon Controller M251 Firmware,Update Modicon Controller M251 to the latest Firmware version 5.2.11.24 and perform a reboot.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2643,ACTION,Update Modicon Controller M262 Firmware,Update Modicon Controller M262 to the latest Firmware version 5.2.8.26 and perform a reboot.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2644,ACTION,Use Protected Environment,Use controllers and devices only in a protected environment to minimize network exposure and ensure that they are not accessible from public internet or untrusted networks.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2645,ACTION,Enable User Management and Password Features,Ensure usage of user management and password features. User rights are enabled by default and forced to create a strong password at first use.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2646,ACTION,Deactivate Webserver When Not Needed,Deactivate the Webserver after use when not needed.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2647,ACTION,Use Encrypted Communication Links,Use encrypted communication links to secure data transmission.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2648,ACTION,Setup Network Segmentation and Firewall,Setup network segmentation and implement a firewall to block all unauthorized access to port 80/HTTP and 443/HTTPS.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2649,ACTION,Use VPN for Remote Access,Use VPN (Virtual Private Networks) tunnels if remote access is required.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2650,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the internet.",CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2651,ACTION,Locate Control System Networks Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2652,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2653,ACTION,Avoid Clicking Unsolicited Links,Do not click web links or open attachments in unsolicited email messages.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2654,ACTION,Recognize and Avoid Email Scams,Refer to 'Recognizing and Avoiding Email Scams' for more information on avoiding email scams.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2655,ACTION,Avoid Social Engineering and Phishing Attacks,Refer to 'Avoiding Social Engineering and Phishing Attacks' for more information on social engineering attacks.,CISA_ICS_icsa-24-354-07_playbook-icsa-24-354-07.json
2656,ACTION,Identify Affected System and Version,Check if the system is affected by the CVEs by retrieving the installed product version.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2657,ACTION,Update to Version 3.08.00 or Later,"Update the product to version 3.08.00 or later to resolve vulnerabilities CVE-2024-48845, CVE-2024-51551, and CVE-2024-51555.",CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2658,ACTION,Update to Version 3.08.02 or Later,"Update the product to version 3.08.02 or later to resolve vulnerabilities CVE-2024-6209, CVE-2024-6298, and CVE-2024-48847.",CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2659,ACTION,Update to Version 3.08.03 or Later,"Update the product to version 3.08.03 or later to resolve vulnerabilities CVE-2024-6515, CVE-2024-6516, CVE-2024-6784, CVE-2024-48843, CVE-2024-48844, CVE-2024-48846, CVE-2024-48839, CVE-2024-48840, CVE-2024-51541, CVE-2024-51542, CVE-2024-51543, CVE-2024-51544, CVE-2024-51545, CVE-2024-51546, CVE-2024-51548, CVE-2024-51549, CVE-2024-51550, CVE-2024-51554, CVE-2024-11316, and CVE-2024-11317.",CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2660,ACTION,Minimize Network Exposure,"Minimize network exposure for all control system devices and/or systems, ensuring they are not accessible from the Internet.",CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2661,ACTION,Locate Control Systems Behind Firewalls,Locate control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2662,ACTION,Use Secure Remote Access Methods,"When remote access is required, use more secure methods, such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most recent version available.",CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2663,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2664,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of ICS assets. Refer to CISA's ICS webpage for guidance.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2665,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2666,ACTION,Protect Against Social Engineering Attacks,Do not click web links or open attachments in unsolicited email messages. Refer to CISA's guidance on avoiding email scams and social engineering attacks.,CISA_ICS_icsa-25-007-01_playbook-icsa-25-007-01.json
2667,ACTION,Minimize Network Exposure,Ensure that all control system devices and/or systems are not accessible from the Internet by minimizing their network exposure.,CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2668,ACTION,Locate Control Systems Behind Firewalls,Place control system networks and remote devices behind firewalls and isolate them from business networks.,CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2669,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most current version available and recognize that VPN security depends on the connected devices.",CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2670,ACTION,Perform Impact Analysis and Risk Assessment,Conduct proper impact analysis and risk assessment before deploying defensive measures.,CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2671,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of Industrial Control Systems (ICS) assets. Refer to CISA's ICS webpage for guidance and best practices.,CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2672,ACTION,Report Suspected Malicious Activity,Follow established internal procedures to report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-007-02_playbook-icsa-25-007-02.json
2673,ACTION,Update PowerChute Serial Shutdown,Update PowerChute Serial Shutdown to Version 1.3 to mitigate vulnerabilities in versions v1.2.0.301 and prior.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2674,ACTION,Subscribe to Schneider Electric's Security Notification Service,"Subscribe to Schneider Electric's security notification service to stay informed about updates, affected products, and remediation plans.",CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2675,ACTION,Locate Networks Behind Firewalls,Locate control and safety system networks and remote devices behind firewalls and isolate them from the business network.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2676,ACTION,Install Physical Controls,"Install physical controls to prevent unauthorized access to industrial control and safety systems, components, peripheral equipment, and networks.",CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2677,ACTION,Secure Controllers in Locked Cabinets,Place all controllers in locked cabinets and never leave them in the 'Program' mode.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2678,ACTION,Restrict Programming Software Connections,Never connect programming software to any network other than the network intended for that device.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2679,ACTION,Scan Mobile Data Exchange Methods,"Scan all methods of mobile data exchange with the isolated network such as CDs, USB drives, etc. before use in the terminals or any node connected to these networks.",CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2680,ACTION,Sanitize Mobile Devices,Never allow mobile devices that have connected to any other network besides the intended network to connect to the safety or control networks without proper sanitation.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2681,ACTION,Minimize Network Exposure,Minimize network exposure for all control system devices and systems and ensure that they are not accessible from the Internet.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2682,ACTION,Use Secure Remote Access Methods,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs). Recognize that VPNs may have vulnerabilities and should be updated to the most current version available.",CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2683,ACTION,Perform Impact Analysis and Risk Assessment,Perform proper impact analysis and risk assessment prior to deploying defensive measures.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2684,ACTION,Implement Cybersecurity Strategies for ICS,Implement recommended cybersecurity strategies for proactive defense of ICS assets.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2685,ACTION,Report Malicious Activity to CISA,Follow established internal procedures and report suspected malicious activity to CISA for tracking and correlation against other incidents.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2686,ACTION,Avoid Clicking Unsolicited Links,Do not click web links or open attachments in unsolicited email messages.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2687,ACTION,Recognize and Avoid Email Scams,Refer to 'Recognizing and Avoiding Email Scams' for more information on avoiding email scams.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2688,ACTION,Avoid Social Engineering and Phishing Attacks,Refer to 'Avoiding Social Engineering and Phishing Attacks' for more information on social engineering attacks.,CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2689,ACTION,Consult Schneider Electric and CISA Resources,"Refer to Schneider Electric Recommended Cybersecurity Best Practices document, Schneider Electric Security Notification SEVD-2024-345-01, and CISA's ICS webpage for additional mitigation guidance and recommended practices.",CISA_ICS_icsa-25-010-01_playbook-icsa-25-010-01.json
2690,ACTION,Use HMI in Protected Environment,Ensure HMI is used only in a protected environment to minimize network exposure and prevent access from public Internet or untrusted networks.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2691,ACTION,Setup Network Segmentation and Firewall,Implement network segmentation and a firewall to block all unauthorized access.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2692,ACTION,Restrict Usage of Unverifiable Portable Media,Limit the use of portable media that cannot be verified.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2693,ACTION,Restrict Application Access,Restrict application access to limit the transfer of firmware to HMIs.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2694,ACTION,Scan Software/Files for Rootkits,Scan software and files for rootkits before usage and verify their digital signatures.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2695,ACTION,Use Secure Communication Protocols,"When exchanging files over the network, use secure communication protocols.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2696,ACTION,Subscribe to Schneider Electric's Security Notification Service,"Subscribe to Schneider Electric's security notification service to stay informed about updates, affected products, and remediation plans.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2697,ACTION,Locate Control and Safety Systems Behind Firewalls,Place control and safety system networks and remote devices behind firewalls and isolate them from the business network.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2698,ACTION,Install Physical Controls,"Install physical controls to prevent unauthorized access to industrial control and safety systems, components, peripheral equipment, and networks.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2699,ACTION,Place Controllers in Locked Cabinets,Ensure all controllers are placed in locked cabinets and never left in 'Program' mode.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2700,ACTION,Connect Programming Software to Intended Network Only,Never connect programming software to any network other than the network intended for that device.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2701,ACTION,Scan Mobile Data Exchange Methods,"Scan all methods of mobile data exchange with the isolated network, such as CDs and USB drives, before use in terminals or any node connected to these networks.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2702,ACTION,Sanitize Mobile Devices Before Connecting to Safety or Control Networks,Ensure mobile devices that have connected to any other network besides the intended network are properly sanitized before connecting to safety or control networks.,CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2703,ACTION,Minimize Network Exposure for Control System Devices,"Minimize network exposure for all control system devices and systems, ensuring they are not accessible from the Internet.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
2704,ACTION,Use Secure Methods for Remote Access,"When remote access is required, use secure methods such as Virtual Private Networks (VPNs). Ensure VPNs are updated to the most current version available.",CISA_ICS_icsa-25-010-02_playbook-icsa-25-010-02.json
